Device Type, Method, Vector Size, Compute Time (s), Total Time (s), Compute Throughput (Flops), Total Throughput (Flops), Number of GPU Blocks, Number of Threads per Block, Completion Status
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000161024, 0.0025472, 2.4841e+10, 1.57035e+09, 31, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000274624, 0.00326048, 1.45654e+10, 1.22681e+09, 31, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00011408, 0.00251552, 3.50631e+10, 1.59013e+09, 31, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000107968, 0.0025071, 3.7048e+10, 1.59547e+09, 31, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000229216, 0.00270518, 1.74508e+10, 1.47864e+09, 31, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000133728, 0.00257827, 2.99115e+10, 1.55143e+09, 31, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000127072, 0.00258211, 3.14782e+10, 1.54912e+09, 31, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000249984, 0.00281674, 1.6001e+10, 1.42008e+09, 31, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000163296, 0.0029559, 2.44954e+10, 1.35322e+09, 31, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000157472, 0.00265402, 2.54013e+10, 1.50715e+09, 31, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000279168, 0.00278496, 1.43283e+10, 1.43629e+09, 31, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000223008, 0.00268371, 1.79366e+10, 1.49047e+09, 31, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000217472, 0.00266829, 1.83932e+10, 1.49909e+09, 31, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000276992, 0.00324874, 1.44409e+10, 1.23125e+09, 31, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000419584, 0.00282864, 9.53325e+09, 1.41411e+09, 31, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000414176, 0.0028409, 9.65773e+09, 1.40801e+09, 31, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000546976, 0.00301789, 7.31294e+09, 1.32543e+09, 31, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000141664, 0.00262304, 2.82358e+10, 1.52495e+09, 15, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000135776, 0.00258653, 2.94603e+10, 1.54647e+09, 15, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.00025536, 0.00274774, 1.56642e+10, 1.45574e+09, 15, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000154176, 0.00290483, 2.59444e+10, 1.37702e+09, 15, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000148416, 0.0026096, 2.69513e+10, 1.5328e+09, 15, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000268384, 0.00278074, 1.4904e+10, 1.43847e+09, 15, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000172544, 0.00262854, 2.31825e+10, 1.52176e+09, 15, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000167008, 0.00263594, 2.39509e+10, 1.51749e+09, 15, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000287872, 0.00277587, 1.38951e+10, 1.44099e+09, 15, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00019408, 0.00266298, 2.06101e+10, 1.50208e+09, 15, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000188864, 0.00291622, 2.11793e+10, 1.37164e+09, 15, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000312096, 0.0027488, 1.28166e+10, 1.45518e+09, 15, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.0002328, 0.00265123, 1.71821e+10, 1.50873e+09, 15, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000227328, 0.00262883, 1.75957e+10, 1.52159e+09, 15, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000285312, 0.00269814, 1.40197e+10, 1.4825e+09, 15, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000299168, 0.00270163, 1.33704e+10, 1.48059e+09, 15, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000293728, 0.0027193, 1.3618e+10, 1.47097e+09, 15, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000424672, 0.00323731, 9.41903e+09, 1.23559e+09, 15, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000436384, 0.00284982, 9.16624e+09, 1.4036e+09, 15, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00042896, 0.00288326, 9.32488e+09, 1.38732e+09, 15, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000560832, 0.00298064, 7.13226e+09, 1.34199e+09, 15, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000848224, 0.00329549, 4.71574e+09, 1.21378e+09, 15, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000841056, 0.00326816, 4.75593e+09, 1.22393e+09, 15, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000989856, 0.00342979, 4.04099e+09, 1.16625e+09, 15, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000247808, 0.00309597, 1.61415e+10, 1.292e+09, 7, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00024272, 0.00266064, 1.64799e+10, 1.5034e+09, 7, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000369472, 0.00282042, 1.08263e+10, 1.41823e+09, 7, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000278816, 0.0027025, 1.43464e+10, 1.48011e+09, 7, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000273344, 0.00268586, 1.46336e+10, 1.48928e+09, 7, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.00033296, 0.00273181, 1.20135e+10, 1.46423e+09, 7, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000319456, 0.00271872, 1.25213e+10, 1.47128e+09, 7, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000314336, 0.00311936, 1.27252e+10, 1.28231e+09, 7, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000374016, 0.0027905, 1.06947e+10, 1.43344e+09, 7, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00037856, 0.0027799, 1.05664e+10, 1.4389e+09, 7, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000372832, 0.0027935, 1.07287e+10, 1.43189e+09, 7, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000502048, 0.0029376, 7.96737e+09, 1.36166e+09, 7, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00046368, 0.00289069, 8.62664e+09, 1.38375e+09, 7, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000459744, 0.00286592, 8.70049e+09, 1.39571e+09, 7, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000600416, 0.00342317, 6.66205e+09, 1.16851e+09, 7, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000611872, 0.00301395, 6.53731e+09, 1.32716e+09, 7, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000606144, 0.00302067, 6.59909e+09, 1.32421e+09, 7, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000745504, 0.00317776, 5.3655e+09, 1.25875e+09, 7, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00110006, 0.00392013, 3.63615e+09, 1.02037e+09, 7, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000996512, 0.00359402, 4.014e+09, 1.11296e+09, 7, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.00113651, 0.00356195, 3.51954e+09, 1.12298e+09, 7, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00179312, 0.00429827, 2.23075e+09, 9.30607e+08, 7, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00178966, 0.00419664, 2.23506e+09, 9.53143e+08, 7, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.00189648, 0.00430074, 2.10917e+09, 9.30073e+08, 7, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000554592, 0.00329091, 7.21251e+09, 1.21547e+09, 3, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000544736, 0.00294189, 7.34301e+09, 1.35967e+09, 3, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000678368, 0.0031033, 5.8965e+09, 1.28895e+09, 3, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00062176, 0.0030145, 6.43335e+09, 1.32692e+09, 3, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.0006152, 0.00304918, 6.50195e+09, 1.31183e+09, 3, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000751968, 0.00316976, 5.31938e+09, 1.26193e+09, 3, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00071776, 0.00315133, 5.57289e+09, 1.26931e+09, 3, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000711808, 0.00361725, 5.61949e+09, 1.10581e+09, 3, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000851584, 0.00332746, 4.69713e+09, 1.20212e+09, 3, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.000854336, 0.00325274, 4.682e+09, 1.22973e+09, 3, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.000848448, 0.00327878, 4.71449e+09, 1.21996e+09, 3, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.000988768, 0.00342442, 4.04544e+09, 1.16808e+09, 3, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00105866, 0.00346832, 3.77838e+09, 1.1533e+09, 3, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00105565, 0.00347866, 3.78914e+09, 1.14987e+09, 3, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.0012048, 0.00406227, 3.32005e+09, 9.84671e+08, 3, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00140621, 0.0038184, 2.84453e+09, 1.04756e+09, 3, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00139949, 0.00387674, 2.85819e+09, 1.0318e+09, 3, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.00155424, 0.00395939, 2.57361e+09, 1.01026e+09, 3, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00218195, 0.00458182, 1.83322e+09, 8.73015e+08, 3, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00209014, 0.00452573, 1.91374e+09, 8.83836e+08, 3, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.00226723, 0.00474813, 1.76427e+09, 8.42437e+08, 3, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00417386, 0.0066512, 9.58346e+08, 6.01395e+08, 3, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00424266, 0.00699629, 9.42806e+08, 5.71732e+08, 3, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.0043417, 0.00679565, 9.21299e+08, 5.88612e+08, 3, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00161437, 0.0040935, 2.47775e+09, 9.77158e+08, 1, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00160285, 0.00404141, 2.49556e+09, 9.89754e+08, 1, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.00163405, 0.00415043, 2.44791e+09, 9.63755e+08, 1, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00182122, 0.00429952, 2.19633e+09, 9.30336e+08, 1, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00205658, 0.00478557, 1.94498e+09, 8.35846e+08, 1, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.00186614, 0.00430419, 2.14346e+09, 9.29327e+08, 1, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00211539, 0.00459907, 1.8909e+09, 8.69741e+08, 1, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00219882, 0.00477325, 1.81916e+09, 8.38004e+08, 1, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.00216538, 0.00465686, 1.84725e+09, 8.58947e+08, 1, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00252419, 0.00505206, 1.58467e+09, 7.91756e+08, 1, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00261542, 0.00517302, 1.52939e+09, 7.73242e+08, 1, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.00259395, 0.00508909, 1.54205e+09, 7.85995e+08, 1, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00313478, 0.00557152, 1.276e+09, 7.17937e+08, 1, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00313645, 0.00556784, 1.27533e+09, 7.18411e+08, 1, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.0033089, 0.00573462, 1.20886e+09, 6.97517e+08, 1, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00417091, 0.00658509, 9.59023e+08, 6.07433e+08, 1, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.00426499, 0.00677158, 9.37868e+08, 5.90704e+08, 1, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.00429987, 0.00670458, 9.3026e+08, 5.96607e+08, 1, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.00630915, 0.00871885, 6.34e+08, 4.58776e+08, 1, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.0064769, 0.0090887, 6.1758e+08, 4.40107e+08, 1, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.00651136, 0.00901571, 6.14311e+08, 4.4367e+08, 1, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4000000, 0.0124804, 0.0149639, 3.20503e+08, 2.6731e+08, 1, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 4000000, 0.0124859, 0.0150731, 3.20362e+08, 2.65374e+08, 1, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 4000000, 0.0127877, 0.0152001, 3.128e+08, 2.63157e+08, 1, 128, Complete
Intel i5, , 4000000, 0.008715, 0.008715, 4.58979e+08, 4.58979e+08, 1, 1, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.0003152, 0.0111628, 1.39594e+10, 3.94167e+08, 1023, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000406176, 0.00344301, 1.08327e+10, 1.27795e+09, 1023, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000482048, 0.00315811, 9.12772e+09, 1.39324e+09, 1023, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000306688, 0.00294058, 1.43468e+10, 1.49631e+09, 1023, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000298048, 0.00293824, 1.47627e+10, 1.4975e+09, 1023, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000433632, 0.00308733, 1.01469e+10, 1.42518e+09, 1023, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000300576, 0.00340234, 1.46386e+10, 1.29323e+09, 1023, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000292192, 0.00294195, 1.50586e+10, 1.49561e+09, 1023, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000421248, 0.00311162, 1.04452e+10, 1.41406e+09, 1023, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.00022544, 0.00300733, 1.95174e+10, 1.46309e+09, 1023, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000216416, 0.00288317, 2.03312e+10, 1.5261e+09, 1023, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000367552, 0.00302189, 1.19711e+10, 1.45604e+09, 1023, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000183552, 0.00285306, 2.39714e+10, 1.54221e+09, 1023, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000175328, 0.00289126, 2.50958e+10, 1.52183e+09, 1023, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000288704, 0.00325994, 1.52405e+10, 1.34972e+09, 1023, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000169088, 0.00280966, 2.6022e+10, 1.56602e+09, 1023, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000159872, 0.00282963, 2.7522e+10, 1.55497e+09, 1023, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000288352, 0.00296934, 1.52591e+10, 1.48181e+09, 1023, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.00014064, 0.0027655, 3.12855e+10, 1.59103e+09, 1023, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000132064, 0.00277021, 3.33172e+10, 1.58833e+09, 1023, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000222688, 0.00289738, 1.97586e+10, 1.51862e+09, 1023, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000127008, 0.00277651, 3.46435e+10, 1.58472e+09, 1023, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.00011904, 0.00326957, 3.69624e+10, 1.34574e+09, 1023, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000227776, 0.0028927, 1.93172e+10, 1.52107e+09, 1023, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000212768, 0.00287114, 2.06798e+10, 1.53249e+09, 511, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000205056, 0.00286256, 2.14576e+10, 1.53709e+09, 511, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.00035008, 0.00300122, 1.25686e+10, 1.46607e+09, 511, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.00021168, 0.00306499, 2.07861e+10, 1.43557e+09, 511, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000204512, 0.00286358, 2.15146e+10, 1.53654e+09, 511, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000358816, 0.00301904, 1.22626e+10, 1.45742e+09, 511, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.00031376, 0.00338701, 1.40235e+10, 1.29908e+09, 511, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000208736, 0.00284877, 2.10793e+10, 1.54453e+09, 511, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.00035008, 0.00303392, 1.25686e+10, 1.45027e+09, 511, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000167808, 0.00286598, 2.62204e+10, 1.53525e+09, 511, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000160928, 0.00281997, 2.73414e+10, 1.5603e+09, 511, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000299392, 0.00332528, 1.46965e+10, 1.3232e+09, 511, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000148288, 0.00280819, 2.9672e+10, 1.56684e+09, 511, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000140064, 0.00281475, 3.14142e+10, 1.56319e+09, 511, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.00022192, 0.00305827, 1.9827e+10, 1.43872e+09, 511, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000143552, 0.00283878, 3.06509e+10, 1.54996e+09, 511, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000136128, 0.00283235, 3.23225e+10, 1.55348e+09, 511, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000231584, 0.00295437, 1.89996e+10, 1.48932e+09, 511, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000129376, 0.00278141, 3.40094e+10, 1.58193e+09, 511, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.00012272, 0.00928019, 3.5854e+10, 4.74128e+08, 511, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000337952, 0.00344883, 1.30196e+10, 1.27579e+09, 511, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000120512, 0.00275658, 3.65109e+10, 1.59618e+09, 511, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000113792, 0.00277674, 3.8667e+10, 1.58459e+09, 511, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000178912, 0.00283168, 2.45931e+10, 1.55385e+09, 511, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000161504, 0.0028073, 2.72439e+10, 1.56734e+09, 255, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000156352, 0.00314131, 2.81416e+10, 1.40069e+09, 255, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000287584, 0.00304166, 1.52999e+10, 1.44658e+09, 255, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000164, 0.00289238, 2.68293e+10, 1.52124e+09, 255, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000157152, 0.0030377, 2.79984e+10, 1.44847e+09, 255, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000292224, 0.00306013, 1.50569e+10, 1.43785e+09, 255, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000175104, 0.0028729, 2.51279e+10, 1.53156e+09, 255, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.00016896, 0.0028879, 2.60417e+10, 1.5236e+09, 255, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000292192, 0.00305805, 1.50586e+10, 1.43883e+09, 255, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000144864, 0.00299082, 3.03733e+10, 1.47117e+09, 255, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000137344, 0.0027735, 3.20363e+10, 1.58644e+09, 255, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000233696, 0.00290426, 1.88279e+10, 1.51502e+09, 255, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000133344, 0.0032815, 3.29974e+10, 1.34085e+09, 255, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000125408, 0.00276912, 3.50855e+10, 1.58895e+09, 255, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000225856, 0.00289309, 1.94814e+10, 1.52087e+09, 255, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000135072, 0.00278378, 3.25752e+10, 1.58059e+09, 255, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000128416, 0.00279645, 3.42636e+10, 1.57342e+09, 255, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000234528, 0.0033328, 1.87611e+10, 1.32021e+09, 255, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000121056, 0.00275562, 3.63468e+10, 1.59674e+09, 255, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000114464, 0.00275894, 3.844e+10, 1.59481e+09, 255, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000176512, 0.00294234, 2.49275e+10, 1.49541e+09, 255, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000139712, 0.00277907, 3.14934e+10, 1.58326e+09, 255, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000132576, 0.00275443, 3.31885e+10, 1.59743e+09, 255, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000198912, 0.00285766, 2.21203e+10, 1.53972e+09, 255, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000142784, 0.00281885, 3.08158e+10, 1.56092e+09, 127, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000136992, 0.00327715, 3.21187e+10, 1.34263e+09, 127, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000226208, 0.00291827, 1.94511e+10, 1.50774e+09, 127, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000147232, 0.00279648, 2.98848e+10, 1.57341e+09, 127, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000141024, 0.00280976, 3.12004e+10, 1.56597e+09, 127, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000233664, 0.00288042, 1.88305e+10, 1.52756e+09, 127, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000162272, 0.00301213, 2.7115e+10, 1.46076e+09, 127, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000156384, 0.00281216, 2.81359e+10, 1.56463e+09, 127, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000232448, 0.00293254, 1.8929e+10, 1.5004e+09, 127, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000131968, 0.00328038, 3.33414e+10, 1.34131e+09, 127, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.000127168, 0.00277222, 3.45999e+10, 1.58717e+09, 127, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 4400000, 0.000234272, 0.00289014, 1.87816e+10, 1.52242e+09, 127, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 4400000, 0.000123936, 0.00275741, 3.55022e+10, 1.5957e+09, 127, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 4400000, 0.00011712, 0.0028136, 3.75683e+10, 1.56383e+09, 127, 512, Complete
