Device Type, Vector Size, Compute Time (s), Data Transfer Time (s), Total Time (s), Compute Throughput (Flops), Total Throughput (Flops), Number of GPU Blocks, Number of Threads per Block, Completion Status
NVS 5400M, 1800000, 0.565358, 0.00239849, 0.567756, 3.18382e+006, 3.17037e+006, 65535, 512, Complete
NVS 5400M, 1800000, 0.263253, 0.00259855, 0.265851, 6.83754e+006, 6.7707e+006, 65535, 256, Complete
NVS 5400M, 1800000, 0.125011, 0.0026142, 0.127625, 1.43988e+007, 1.41038e+007, 65535, 128, Complete
NVS 5400M, 1800000, 0.064757, 0.00266822, 0.0674252, 2.77962e+007, 2.66963e+007, 65535, 64, Complete
NVS 5400M, 1800000, 0.0543535, 0.00270903, 0.0570626, 3.31165e+007, 3.15443e+007, 65535, 32, Complete
NVS 5400M, 1800000, 0.0477709, 0.00223418, 0.0500051, 3.76798e+007, 3.59963e+007, 65535, 16, Complete
NVS 5400M, 1800000, 0.0422703, 0.00234032, 0.0446107, 4.25831e+007, 4.03491e+007, 65535, 8, Complete
NVS 5400M, 1800000, 0.0390815, 0.00253847, 0.0416199, 4.60576e+007, 4.32485e+007, 65535, 4, Complete
NVS 5400M, 1800000, 0.689017, 0.00248194, 0.691499, 2.61242e+006, 2.60304e+006, 32767, 1024, Complete
NVS 5400M, 1800000, 0.280328, 0.00245687, 0.282785, 6.42105e+006, 6.36526e+006, 32767, 512, Complete
NVS 5400M, 1800000, 0.130896, 0.00240397, 0.1333, 1.37514e+007, 1.35034e+007, 32767, 256, Complete
NVS 5400M, 1800000, 0.062249, 0.00249171, 0.0647407, 2.89161e+007, 2.78032e+007, 32767, 128, Complete
NVS 5400M, 1800000, 0.0325944, 0.00217066, 0.034765, 5.52243e+007, 5.17762e+007, 32767, 64, Complete
NVS 5400M, 1800000, 0.0279791, 0.002196, 0.0301751, 6.43337e+007, 5.96518e+007, 32767, 32, Complete
NVS 5400M, 1800000, 0.025349, 0.00251542, 0.0278644, 7.10086e+007, 6.45984e+007, 32767, 16, Complete
NVS 5400M, 1800000, 0.0235818, 0.00253002, 0.0261118, 7.633e+007, 6.89342e+007, 32767, 8, Complete
NVS 5400M, 1800000, 0.023346, 0.00240842, 0.0257545, 7.71008e+007, 6.98908e+007, 32767, 4, Complete
NVS 5400M, 1800000, 0.339386, 0.00239056, 0.341777, 5.3037e+006, 5.2666e+006, 16383, 1024, Complete
NVS 5400M, 1800000, 0.1382, 0.00246723, 0.140667, 1.30246e+007, 1.27962e+007, 16383, 512, Complete
NVS 5400M, 1800000, 0.0646748, 0.00247574, 0.0671506, 2.78315e+007, 2.68054e+007, 16383, 256, Complete
NVS 5400M, 1800000, 0.0308749, 0.00262858, 0.0335035, 5.82998e+007, 5.37257e+007, 16383, 128, Complete
NVS 5400M, 1800000, 0.01653, 0.00244714, 0.0189772, 1.08893e+008, 9.48507e+007, 16383, 64, Complete
NVS 5400M, 1800000, 0.0147843, 0.00244362, 0.0172279, 1.21751e+008, 1.04481e+008, 16383, 32, Complete
NVS 5400M, 1800000, 0.0141078, 0.002428, 0.0165358, 1.27589e+008, 1.08855e+008, 16383, 16, Complete
NVS 5400M, 1800000, 0.0142923, 0.00249011, 0.0167824, 1.25942e+008, 1.07255e+008, 16383, 8, Complete
NVS 5400M, 1800000, 0.016306, 0.00244899, 0.0187549, 1.10389e+008, 9.59747e+007, 16383, 4, Complete
NVS 5400M, 1800000, 0.164535, 0.00250429, 0.16704, 1.09399e+007, 1.07759e+007, 8191, 1024, Complete
NVS 5400M, 1800000, 0.0670648, 0.00246963, 0.0695344, 2.68397e+007, 2.58865e+007, 8191, 512, Complete
NVS 5400M, 1800000, 0.0315729, 0.00242346, 0.0339964, 5.70109e+007, 5.29468e+007, 8191, 256, Complete
NVS 5400M, 1800000, 0.0151815, 0.00245043, 0.0176319, 1.18565e+008, 1.02087e+008, 8191, 128, Complete
NVS 5400M, 1800000, 0.00850166, 0.00245395, 0.0109556, 2.11723e+008, 1.64299e+008, 8191, 64, Complete
NVS 5400M, 1800000, 0.00819866, 0.00245014, 0.0106488, 2.19548e+008, 1.69033e+008, 8191, 32, Complete
NVS 5400M, 1800000, 0.0084457, 0.00248061, 0.0109263, 2.13126e+008, 1.6474e+008, 8191, 16, Complete
NVS 5400M, 1800000, 0.00977344, 0.00246592, 0.0122394, 1.84173e+008, 1.47067e+008, 8191, 8, Complete
NVS 5400M, 1800000, 0.0126082, 0.00243862, 0.0150468, 1.42765e+008, 1.19627e+008, 8191, 4, Complete
NVS 5400M, 1800000, 0.0770459, 0.00250275, 0.0795486, 2.33627e+007, 2.26277e+007, 4095, 1024, Complete
NVS 5400M, 1800000, 0.0315971, 0.00236154, 0.0339586, 5.69673e+007, 5.30057e+007, 4095, 512, Complete
NVS 5400M, 1800000, 0.0149658, 0.00244387, 0.0174097, 1.20274e+008, 1.03391e+008, 4095, 256, Complete
NVS 5400M, 1800000, 0.0073441, 0.00247523, 0.00981933, 2.45095e+008, 1.83312e+008, 4095, 128, Complete
NVS 5400M, 1800000, 0.00449891, 0.00248771, 0.00698662, 4.00097e+008, 2.57635e+008, 4095, 64, Complete
NVS 5400M, 1800000, 0.00490214, 0.00243363, 0.00733578, 3.67186e+008, 2.45373e+008, 4095, 32, Complete
NVS 5400M, 1800000, 0.00570832, 0.00245216, 0.00816048, 3.15329e+008, 2.20575e+008, 4095, 16, Complete
NVS 5400M, 1800000, 0.00760208, 0.00242333, 0.0100254, 2.36777e+008, 1.79544e+008, 4095, 8, Complete
NVS 5400M, 1800000, 0.0118281, 0.00245584, 0.0142839, 1.5218e+008, 1.26016e+008, 4095, 4, Complete
NVS 5400M, 1800000, 0.0333355, 0.00247053, 0.035806, 5.39966e+007, 5.02709e+007, 2047, 1024, Complete
NVS 5400M, 1800000, 0.0138026, 0.00242339, 0.016226, 1.3041e+008, 1.10933e+008, 2047, 512, Complete
NVS 5400M, 1800000, 0.00669174, 0.0022896, 0.00898134, 2.68988e+008, 2.00415e+008, 2047, 256, Complete
NVS 5400M, 1800000, 0.0034207, 0.00204205, 0.00546275, 5.26207e+008, 3.29504e+008, 2047, 128, Complete
NVS 5400M, 1800000, 0.00251094, 0.00240957, 0.00492051, 7.16862e+008, 3.65816e+008, 2047, 64, Complete
NVS 5400M, 1800000, 0.00330275, 0.002076, 0.00537875, 5.45e+008, 3.3465e+008, 2047, 32, Complete
NVS 5400M, 1800000, 0.00429581, 0.00238339, 0.0066792, 4.19013e+008, 2.69493e+008, 2047, 16, Complete
NVS 5400M, 1800000, 0.00642781, 0.00239232, 0.00882013, 2.80033e+008, 2.04079e+008, 2047, 8, Complete
NVS 5400M, 1800000, 0.0108495, 0.00241645, 0.013266, 1.65906e+008, 1.35686e+008, 2047, 4, Complete
NVS 5400M, 1800000, 0.0114894, 0.0021671, 0.0136565, 1.56666e+008, 1.31806e+008, 1023, 1024, Complete
NVS 5400M, 1800000, 0.00493309, 0.00219606, 0.00712915, 3.64883e+008, 2.52484e+008, 1023, 512, Complete
NVS 5400M, 1800000, 0.0025543, 0.00219562, 0.00474992, 7.04693e+008, 3.78954e+008, 1023, 256, Complete
NVS 5400M, 1800000, 0.00146726, 0.00218246, 0.00364973, 1.22677e+009, 4.93187e+008, 1023, 128, Complete
NVS 5400M, 1800000, 0.00153126, 0.00217008, 0.00370134, 1.1755e+009, 4.8631e+008, 1023, 64, Complete
NVS 5400M, 1800000, 0.0024839, 0.00220102, 0.00468493, 7.24666e+008, 3.84211e+008, 1023, 32, Complete
NVS 5400M, 1800000, 0.00379933, 0.00215296, 0.00595229, 4.73768e+008, 3.02405e+008, 1023, 16, Complete
NVS 5400M, 1800000, 0.00733994, 0.00211904, 0.00945898, 2.45234e+008, 1.90295e+008, 1023, 8, Complete
NVS 5400M, 1800000, 0.0159211, 0.00212784, 0.0180489, 1.13058e+008, 9.97289e+007, 1023, 4, Complete
NVS 5400M, 1800000, 0.0060121, 0.0024424, 0.0084545, 2.99396e+008, 2.12904e+008, 511, 1024, Complete
NVS 5400M, 1800000, 0.00269408, 0.00244982, 0.0051439, 6.68132e+008, 3.49929e+008, 511, 512, Complete
NVS 5400M, 1800000, 0.00150413, 0.00208611, 0.00359024, 1.19671e+009, 5.01359e+008, 511, 256, Complete
NVS 5400M, 1800000, 0.000983744, 0.00215498, 0.00313872, 1.82974e+009, 5.73482e+008, 511, 128, Complete
NVS 5400M, 1800000, 0.00128422, 0.00212045, 0.00340467, 1.40162e+009, 5.28685e+008, 511, 64, Complete
NVS 5400M, 1800000, 0.00223955, 0.00235168, 0.00459123, 8.03732e+008, 3.92052e+008, 511, 32, Complete
NVS 5400M, 1800000, 0.00422829, 0.00219414, 0.00642243, 4.25704e+008, 2.80268e+008, 511, 16, Complete
NVS 5400M, 1800000, 0.00820947, 0.00220886, 0.0104183, 2.19259e+008, 1.72772e+008, 511, 8, Complete
NVS 5400M, 1800000, 0.0161218, 0.00208067, 0.0182025, 1.1165e+008, 9.88875e+007, 511, 4, Complete
NVS 5400M, 1800000, 0.00327734, 0.00203456, 0.0053119, 5.49225e+008, 3.38862e+008, 255, 1024, Complete
NVS 5400M, 1800000, 0.00158109, 0.00217789, 0.00375898, 1.13846e+009, 4.78854e+008, 255, 512, Complete
NVS 5400M, 1800000, 0.000993152, 0.00215853, 0.00315168, 1.81241e+009, 5.71124e+008, 255, 256, Complete
NVS 5400M, 1800000, 0.000772928, 0.00235862, 0.00313155, 2.32881e+009, 5.74795e+008, 255, 128, Complete
NVS 5400M, 1800000, 0.00115517, 0.00243178, 0.00358694, 1.55821e+009, 5.0182e+008, 255, 64, Complete
NVS 5400M, 1800000, 0.00213091, 0.0021352, 0.00426611, 8.44709e+008, 4.2193e+008, 255, 32, Complete
NVS 5400M, 1800000, 0.00413651, 0.00243677, 0.00657328, 4.35149e+008, 2.73836e+008, 255, 16, Complete
NVS 5400M, 1800000, 0.0081393, 0.00201146, 0.0101508, 2.21149e+008, 1.77327e+008, 255, 8, Complete
NVS 5400M, 1800000, 0.0160955, 0.00243136, 0.0185268, 1.11833e+008, 9.71563e+007, 255, 4, Complete
NVS 5400M, 1800000, 0.00191158, 0.00205414, 0.00396573, 9.41627e+008, 4.53889e+008, 127, 1024, Complete
NVS 5400M, 1800000, 0.00102848, 0.00213619, 0.00316467, 1.75016e+009, 5.68779e+008, 127, 512, Complete
NVS 5400M, 1800000, 0.000733568, 0.00206493, 0.0027985, 2.45376e+009, 6.43203e+008, 127, 256, Complete
NVS 5400M, 1800000, 0.00066464, 0.00253277, 0.00319741, 2.70823e+009, 5.62956e+008, 127, 128, Complete
NVS 5400M, 1800000, 0.00109478, 0.00205171, 0.0031465, 1.64416e+009, 5.72065e+008, 127, 64, Complete
NVS 5400M, 1800000, 0.00208042, 0.00245939, 0.00453981, 8.65212e+008, 3.96493e+008, 127, 32, Complete
NVS 5400M, 1800000, 0.00410243, 0.00216787, 0.0062703, 4.38764e+008, 2.87067e+008, 127, 16, Complete
NVS 5400M, 1800000, 0.00813066, 0.00235398, 0.0104846, 2.21384e+008, 1.7168e+008, 127, 8, Complete
NVS 5400M, 1800000, 0.0161181, 0.0022409, 0.018359, 1.11675e+008, 9.80443e+007, 127, 4, Complete
NVS 5400M, 1800000, 0.00123146, 0.00237219, 0.00360365, 1.46168e+009, 4.99494e+008, 63, 1024, Complete
NVS 5400M, 1800000, 0.000754912, 0.00280362, 0.00355853, 2.38438e+009, 5.05827e+008, 63, 512, Complete
NVS 5400M, 1800000, 0.000632736, 0.0024088, 0.00304154, 2.84479e+009, 5.91806e+008, 63, 256, Complete
NVS 5400M, 1800000, 0.000610848, 0.00196205, 0.0025729, 2.94672e+009, 6.99601e+008, 63, 128, Complete
NVS 5400M, 1800000, 0.0010665, 0.00240138, 0.00346787, 1.68777e+009, 5.1905e+008, 63, 64, Complete
NVS 5400M, 1800000, 0.00207405, 0.00244515, 0.0045192, 8.67868e+008, 3.98301e+008, 63, 32, Complete
NVS 5400M, 1800000, 0.00410851, 0.00237603, 0.00648454, 4.38115e+008, 2.77583e+008, 63, 16, Complete
NVS 5400M, 1800000, 0.00817411, 0.0024873, 0.0106614, 2.20207e+008, 1.68833e+008, 63, 8, Complete
NVS 5400M, 1800000, 0.0162332, 0.00249098, 0.0187242, 1.10884e+008, 9.61323e+007, 63, 4, Complete
NVS 5400M, 1800000, 0.000898208, 0.00238339, 0.0032816, 2.00399e+009, 5.48513e+008, 31, 1024, Complete
NVS 5400M, 1800000, 0.000644384, 0.00219405, 0.00283843, 2.79337e+009, 6.34153e+008, 31, 512, Complete
NVS 5400M, 1800000, 0.00056528, 0.00238134, 0.00294662, 3.18426e+009, 6.10869e+008, 31, 256, Complete
NVS 5400M, 1800000, 0.000592, 0.00242218, 0.00301418, 3.04054e+009, 5.97178e+008, 31, 128, Complete
NVS 5400M, 1800000, 0.00106262, 0.00190038, 0.00296301, 1.69392e+009, 6.07491e+008, 31, 64, Complete
NVS 5400M, 1800000, 0.0020855, 0.00247184, 0.00455734, 8.63101e+008, 3.94967e+008, 31, 32, Complete
NVS 5400M, 1800000, 0.00415994, 0.00244029, 0.00660022, 4.32699e+008, 2.72718e+008, 31, 16, Complete
NVS 5400M, 1800000, 0.00830912, 0.00250022, 0.0108093, 2.16629e+008, 1.66523e+008, 31, 8, Complete
NVS 5400M, 1800000, 0.0164756, 0.00219203, 0.0186676, 1.09253e+008, 9.64238e+007, 31, 4, Complete
NVS 5400M, 1800000, 0.000743936, 0.00237062, 0.00311456, 2.41956e+009, 5.77931e+008, 15, 1024, Complete
NVS 5400M, 1800000, 0.000582816, 0.00243472, 0.00301754, 3.08845e+009, 5.96513e+008, 15, 512, Complete
NVS 5400M, 1800000, 0.00066656, 0.00249018, 0.00315674, 2.70043e+009, 5.70209e+008, 15, 256, Complete
NVS 5400M, 1800000, 0.000592544, 0.00237955, 0.0029721, 3.03775e+009, 6.05633e+008, 15, 128, Complete
NVS 5400M, 1800000, 0.00109418, 0.00258378, 0.00367795, 1.64507e+009, 4.89403e+008, 15, 64, Complete
NVS 5400M, 1800000, 0.00214512, 0.00240675, 0.00455187, 8.39114e+008, 3.95442e+008, 15, 32, Complete
NVS 5400M, 1800000, 0.00406701, 0.00246694, 0.00653395, 4.42586e+008, 2.75484e+008, 15, 16, Complete
NVS 5400M, 1800000, 0.0079975, 0.00240797, 0.0104055, 2.2507e+008, 1.72986e+008, 15, 8, Complete
NVS 5400M, 1800000, 0.0159714, 0.00237878, 0.0183501, 1.12702e+008, 9.80919e+007, 15, 4, Complete
NVS 5400M, 1800000, 0.000696224, 0.00256022, 0.00325645, 2.58537e+009, 5.52749e+008, 7, 1024, Complete
NVS 5400M, 1800000, 0.000713696, 0.00241395, 0.00312765, 2.52208e+009, 5.75512e+008, 7, 512, Complete
NVS 5400M, 1800000, 0.000634144, 0.00249475, 0.0031289, 2.83847e+009, 5.75283e+008, 7, 256, Complete
NVS 5400M, 1800000, 0.00116109, 0.00230989, 0.00347098, 1.55027e+009, 5.18586e+008, 7, 128, Complete
NVS 5400M, 1800000, 0.00229568, 0.0024713, 0.00476698, 7.84081e+008, 3.77598e+008, 7, 64, Complete
NVS 5400M, 1800000, 0.00457808, 0.00214346, 0.00672154, 3.93178e+008, 2.67796e+008, 7, 32, Complete
NVS 5400M, 1800000, 0.00816826, 0.00266989, 0.0108381, 2.20365e+008, 1.6608e+008, 7, 16, Complete
NVS 5400M, 1800000, 0.0159475, 0.00227741, 0.0182249, 1.12871e+008, 9.87662e+007, 7, 8, Complete
NVS 5400M, 1800000, 0.0316938, 0.00209498, 0.0337888, 5.67934e+007, 5.32721e+007, 7, 4, Complete
NVS 5400M, 1800000, 0.000749344, 0.00214534, 0.00289469, 2.4021e+009, 6.21829e+008, 3, 1024, Complete
NVS 5400M, 1800000, 0.000725216, 0.00235587, 0.00308109, 2.48202e+009, 5.84209e+008, 3, 512, Complete
NVS 5400M, 1800000, 0.00134858, 0.00241264, 0.00376122, 1.33474e+009, 4.78569e+008, 3, 256, Complete
NVS 5400M, 1800000, 0.00267766, 0.0023913, 0.00506896, 6.72228e+008, 3.55102e+008, 3, 128, Complete
NVS 5400M, 1800000, 0.0053599, 0.0024431, 0.00780301, 3.35827e+008, 2.3068e+008, 3, 64, Complete
NVS 5400M, 1800000, 0.0106989, 0.00245226, 0.0131512, 1.68241e+008, 1.3687e+008, 3, 32, Complete
NVS 5400M, 1800000, 0.0169662, 0.00248102, 0.0194472, 1.06093e+008, 9.25583e+007, 3, 16, Complete
NVS 5400M, 1800000, 0.0319766, 0.00267847, 0.0346551, 5.62911e+007, 5.19404e+007, 3, 8, Complete
NVS 5400M, 1800000, 0.0465114, 0.00268384, 0.0491953, 3.87002e+007, 3.65889e+007, 3, 4, Complete
NVS 5400M, 1800000, 0.0010655, 0.00240237, 0.00346787, 1.68934e+009, 5.1905e+008, 1, 1024, Complete
NVS 5400M, 1800000, 0.00201338, 0.00242774, 0.00444112, 8.94021e+008, 4.05303e+008, 1, 512, Complete
NVS 5400M, 1800000, 0.00401693, 0.00247075, 0.00648768, 4.48104e+008, 2.77449e+008, 1, 256, Complete
NVS 5400M, 1800000, 0.00800118, 0.00268982, 0.010691, 2.24967e+008, 1.68366e+008, 1, 128, Complete
NVS 5400M, 1800000, 0.0160164, 0.00236573, 0.0183821, 1.12385e+008, 9.79213e+007, 1, 64, Complete
NVS 5400M, 1800000, 0.0319187, 0.00240611, 0.0343248, 5.63934e+007, 5.24403e+007, 1, 32, Complete
NVS 5400M, 1800000, 0.0460218, 0.00243081, 0.0484526, 3.91119e+007, 3.71497e+007, 1, 16, Complete
NVS 5400M, 1800000, 0.074091, 0.00215155, 0.0762426, 2.42944e+007, 2.36089e+007, 1, 8, Complete
NVS 5400M, 1800000, 0.129929, 0.00248466, 0.132414, 1.38537e+007, 1.35937e+007, 1, 4, Complete
Windows with i5, 1800000, 0.006, 0, 0.006, 3e+008, 3e+008, 1, 1, Complete
NVS 5400M, 2000000, 1.38967, 0.00237608, 1.39205, 1.43919e+006, 1.43673e+006, 65535, 1024, Complete
NVS 5400M, 2000000, 0.565385, 0.0026356, 0.568021, 3.53741e+006, 3.521e+006, 65535, 512, Complete
NVS 5400M, 2000000, 0.263396, 0.00274631, 0.266143, 7.59312e+006, 7.51477e+006, 65535, 256, Complete
NVS 5400M, 2000000, 0.12505, 0.00274478, 0.127795, 1.59936e+007, 1.56501e+007, 65535, 128, Complete
NVS 5400M, 2000000, 0.0648484, 0.00303287, 0.0678812, 3.08412e+007, 2.94632e+007, 65535, 64, Complete
NVS 5400M, 2000000, 0.054578, 0.00231069, 0.0568887, 3.66448e+007, 3.51564e+007, 65535, 32, Complete
NVS 5400M, 2000000, 0.0480332, 0.00272521, 0.0507584, 4.16379e+007, 3.94023e+007, 65535, 16, Complete
NVS 5400M, 2000000, 0.0427259, 0.00265888, 0.0453848, 4.681e+007, 4.40676e+007, 65535, 8, Complete
NVS 5400M, 2000000, 0.0401218, 0.00275712, 0.0428789, 4.98482e+007, 4.6643e+007, 65535, 4, Complete
NVS 5400M, 2000000, 0.689425, 0.00268167, 0.692107, 2.90097e+006, 2.88973e+006, 32767, 1024, Complete
NVS 5400M, 2000000, 0.280476, 0.00237891, 0.282855, 7.13073e+006, 7.07076e+006, 32767, 512, Complete
NVS 5400M, 2000000, 0.130901, 0.00272733, 0.133628, 1.52787e+007, 1.49669e+007, 32767, 256, Complete
NVS 5400M, 2000000, 0.0622999, 0.00268726, 0.0649872, 3.21028e+007, 3.07753e+007, 32767, 128, Complete
NVS 5400M, 2000000, 0.0327001, 0.00273437, 0.0354345, 6.11619e+007, 5.64422e+007, 32767, 64, Complete
NVS 5400M, 2000000, 0.0281937, 0.00269626, 0.03089, 7.09378e+007, 6.47459e+007, 32767, 32, Complete
NVS 5400M, 2000000, 0.0256093, 0.00269866, 0.0283079, 7.80967e+007, 7.06516e+007, 32767, 16, Complete
NVS 5400M, 2000000, 0.0240747, 0.00271914, 0.0267939, 8.30747e+007, 7.4644e+007, 32767, 8, Complete
NVS 5400M, 2000000, 0.0245614, 0.00272343, 0.0272849, 8.14285e+007, 7.33007e+007, 32767, 4, Complete
NVS 5400M, 2000000, 0.339666, 0.00278339, 0.342449, 5.88814e+006, 5.84028e+006, 16383, 1024, Complete
NVS 5400M, 2000000, 0.138238, 0.00297293, 0.141211, 1.44678e+007, 1.41632e+007, 16383, 512, Complete
NVS 5400M, 2000000, 0.0647179, 0.00276637, 0.0674843, 3.09033e+007, 2.96365e+007, 16383, 256, Complete
NVS 5400M, 2000000, 0.0309221, 0.00271926, 0.0336414, 6.46786e+007, 5.94505e+007, 16383, 128, Complete
NVS 5400M, 2000000, 0.0166279, 0.00273389, 0.0193618, 1.2028e+008, 1.03296e+008, 16383, 64, Complete
NVS 5400M, 2000000, 0.0150087, 0.00278099, 0.0177897, 1.33256e+008, 1.12424e+008, 16383, 32, Complete
NVS 5400M, 2000000, 0.0144019, 0.0025569, 0.0169588, 1.3887e+008, 1.17933e+008, 16383, 16, Complete
NVS 5400M, 2000000, 0.0150148, 0.00256678, 0.0175816, 1.33202e+008, 1.13755e+008, 16383, 8, Complete
NVS 5400M, 2000000, 0.0172376, 0.00263862, 0.0198763, 1.16025e+008, 1.00623e+008, 16383, 4, Complete
NVS 5400M, 2000000, 0.164466, 0.0028367, 0.167303, 1.21605e+007, 1.19544e+007, 8191, 1024, Complete
NVS 5400M, 2000000, 0.0671804, 0.00235165, 0.069532, 2.97706e+007, 2.87637e+007, 8191, 512, Complete
NVS 5400M, 2000000, 0.0316254, 0.00250336, 0.0341287, 6.32404e+007, 5.86016e+007, 8191, 256, Complete
NVS 5400M, 2000000, 0.0152358, 0.00269555, 0.0179313, 1.3127e+008, 1.11537e+008, 8191, 128, Complete
NVS 5400M, 2000000, 0.00860771, 0.00234752, 0.0109552, 2.3235e+008, 1.82561e+008, 8191, 64, Complete
NVS 5400M, 2000000, 0.00841539, 0.00252221, 0.0109376, 2.3766e+008, 1.82855e+008, 8191, 32, Complete
NVS 5400M, 2000000, 0.00882995, 0.00269261, 0.0115226, 2.26502e+008, 1.73573e+008, 8191, 16, Complete
NVS 5400M, 2000000, 0.0103478, 0.00265546, 0.0130033, 1.93278e+008, 1.53808e+008, 8191, 8, Complete
NVS 5400M, 2000000, 0.0137011, 0.0023223, 0.0160234, 1.45973e+008, 1.24817e+008, 8191, 4, Complete
NVS 5400M, 2000000, 0.077163, 0.00275795, 0.079921, 2.59191e+007, 2.50247e+007, 4095, 1024, Complete
NVS 5400M, 2000000, 0.0316452, 0.00266432, 0.0343096, 6.32006e+007, 5.82928e+007, 4095, 512, Complete
NVS 5400M, 2000000, 0.0150341, 0.00276307, 0.0177972, 1.33031e+008, 1.12378e+008, 4095, 256, Complete
NVS 5400M, 2000000, 0.00738838, 0.00277558, 0.010164, 2.70695e+008, 1.96774e+008, 4095, 128, Complete
NVS 5400M, 2000000, 0.00460739, 0.00264928, 0.00725667, 4.34085e+008, 2.75608e+008, 4095, 64, Complete
NVS 5400M, 2000000, 0.00514086, 0.00269363, 0.0078345, 3.8904e+008, 2.55281e+008, 4095, 32, Complete
NVS 5400M, 2000000, 0.00605549, 0.00277926, 0.00883475, 3.30279e+008, 2.26379e+008, 4095, 16, Complete
NVS 5400M, 2000000, 0.00824659, 0.00254576, 0.0107924, 2.42524e+008, 1.85316e+008, 4095, 8, Complete
NVS 5400M, 2000000, 0.0129265, 0.00279786, 0.0157244, 1.54721e+008, 1.27191e+008, 4095, 4, Complete
NVS 5400M, 2000000, 0.0334132, 0.00262611, 0.0360393, 5.98566e+007, 5.54949e+007, 2047, 1024, Complete
NVS 5400M, 2000000, 0.013867, 0.00271638, 0.0165834, 1.44227e+008, 1.20603e+008, 2047, 512, Complete
NVS 5400M, 2000000, 0.00674714, 0.00236688, 0.00911402, 2.96422e+008, 2.19442e+008, 2047, 256, Complete
NVS 5400M, 2000000, 0.00347194, 0.00273075, 0.00620269, 5.76047e+008, 3.22441e+008, 2047, 128, Complete
NVS 5400M, 2000000, 0.00262746, 0.00273347, 0.00536093, 7.61193e+008, 3.7307e+008, 2047, 64, Complete
NVS 5400M, 2000000, 0.00353267, 0.00273642, 0.00626909, 5.66144e+008, 3.19026e+008, 2047, 32, Complete
NVS 5400M, 2000000, 0.00465411, 0.00230662, 0.00696074, 4.29728e+008, 2.87326e+008, 2047, 16, Complete
NVS 5400M, 2000000, 0.00702794, 0.00324944, 0.0102774, 2.84579e+008, 1.94602e+008, 2047, 8, Complete
NVS 5400M, 2000000, 0.0120194, 0.00279216, 0.0148116, 1.66398e+008, 1.3503e+008, 2047, 4, Complete
NVS 5400M, 2000000, 0.0115533, 0.00285878, 0.0144121, 1.73111e+008, 1.38773e+008, 1023, 1024, Complete
NVS 5400M, 2000000, 0.00497133, 0.0026744, 0.00764573, 4.02307e+008, 2.61584e+008, 1023, 512, Complete
NVS 5400M, 2000000, 0.00259635, 0.00283203, 0.00542838, 7.70312e+008, 3.68434e+008, 1023, 256, Complete
NVS 5400M, 2000000, 0.00152515, 0.00231338, 0.00383853, 1.31134e+009, 5.21033e+008, 1023, 128, Complete
NVS 5400M, 2000000, 0.00164451, 0.0027175, 0.00436202, 1.21617e+009, 4.58504e+008, 1023, 64, Complete
NVS 5400M, 2000000, 0.00271232, 0.00241222, 0.00512454, 7.37376e+008, 3.90279e+008, 1023, 32, Complete
NVS 5400M, 2000000, 0.00452093, 0.00236067, 0.0068816, 4.42387e+008, 2.9063e+008, 1023, 16, Complete
NVS 5400M, 2000000, 0.00869917, 0.00215594, 0.0108551, 2.29907e+008, 1.84245e+008, 1023, 8, Complete
NVS 5400M, 2000000, 0.0179078, 0.00248947, 0.0203973, 1.11683e+008, 9.80523e+007, 1023, 4, Complete
NVS 5400M, 2000000, 0.00607507, 0.00247046, 0.00854554, 3.29214e+008, 2.3404e+008, 511, 1024, Complete
NVS 5400M, 2000000, 0.0027455, 0.00270483, 0.00545034, 7.28464e+008, 3.6695e+008, 511, 512, Complete
NVS 5400M, 2000000, 0.00155466, 0.00265302, 0.00420768, 1.28646e+009, 4.75321e+008, 511, 256, Complete
NVS 5400M, 2000000, 0.00103798, 0.00261952, 0.0036575, 1.92681e+009, 5.46821e+008, 511, 128, Complete
NVS 5400M, 2000000, 0.00139581, 0.00270637, 0.00410218, 1.43286e+009, 4.87546e+008, 511, 64, Complete
NVS 5400M, 2000000, 0.00247062, 0.00213792, 0.00460854, 8.09512e+008, 4.33977e+008, 511, 32, Complete
NVS 5400M, 2000000, 0.00467469, 0.00218579, 0.00686048, 4.27836e+008, 2.91525e+008, 511, 16, Complete
NVS 5400M, 2000000, 0.00909475, 0.00249594, 0.0115907, 2.19907e+008, 1.72552e+008, 511, 8, Complete
NVS 5400M, 2000000, 0.0179029, 0.00245939, 0.0203623, 1.11714e+008, 9.82207e+007, 511, 4, Complete
NVS 5400M, 2000000, 0.0033399, 0.0025335, 0.00587341, 5.9882e+008, 3.40518e+008, 255, 1024, Complete
NVS 5400M, 2000000, 0.00163677, 0.00266733, 0.0043041, 1.22192e+009, 4.64674e+008, 255, 512, Complete
NVS 5400M, 2000000, 0.00103965, 0.0027401, 0.00377974, 1.92373e+009, 5.29136e+008, 255, 256, Complete
NVS 5400M, 2000000, 0.000830624, 0.00261866, 0.00344928, 2.40783e+009, 5.79831e+008, 255, 128, Complete
NVS 5400M, 2000000, 0.0012663, 0.00283715, 0.00410346, 1.5794e+009, 4.87394e+008, 255, 64, Complete
NVS 5400M, 2000000, 0.00235171, 0.00267293, 0.00502464, 8.50444e+008, 3.98038e+008, 255, 32, Complete
NVS 5400M, 2000000, 0.00458125, 0.00269686, 0.00727811, 4.36562e+008, 2.74797e+008, 255, 16, Complete
