Device Type, Vector Size, Compute Time (s), Data Transfer Time (s), Total Time (s), Compute Throughput (Flops), Total Throughput (Flops), Number of GPU Blocks, Number of Threads per Block, Completion Status
NVS 5400M, 11000000, 0.0123549, 0.03657, 0.0489249, 8.90334e+008, 2.24835e+008, 127, 32, Complete
NVS 5400M, 11000000, 0.0247532, 0.0363619, 0.0611151, 4.44387e+008, 1.79988e+008, 127, 16, Complete
NVS 5400M, 11000000, 0.0494208, 0.0380029, 0.0874237, 2.22578e+008, 1.25824e+008, 127, 8, Complete
NVS 5400M, 11000000, 0.0982874, 0.0362755, 0.134563, 1.11917e+008, 8.17462e+007, 127, 4, Complete
NVS 5400M, 11000000, 0.00395245, 0.0383153, 0.0422677, 2.78309e+009, 2.60246e+008, 63, 1024, Complete
NVS 5400M, 11000000, 0.00313152, 0.0371613, 0.0402929, 3.51267e+009, 2.73001e+008, 63, 512, Complete
NVS 5400M, 11000000, 0.0031087, 0.0363831, 0.0394918, 3.53845e+009, 2.78539e+008, 63, 256, Complete
NVS 5400M, 11000000, 0.00339062, 0.0363217, 0.0397123, 3.24424e+009, 2.76992e+008, 63, 128, Complete
NVS 5400M, 11000000, 0.00626403, 0.036303, 0.042567, 1.75606e+009, 2.58416e+008, 63, 64, Complete
NVS 5400M, 11000000, 0.0124428, 0.0362376, 0.0486804, 8.84047e+008, 2.25964e+008, 63, 32, Complete
NVS 5400M, 11000000, 0.0249077, 0.0366088, 0.0615165, 4.41631e+008, 1.78814e+008, 63, 16, Complete
NVS 5400M, 11000000, 0.0497335, 0.0363051, 0.0860386, 2.21179e+008, 1.2785e+008, 63, 8, Complete
NVS 5400M, 11000000, 0.099013, 0.0363661, 0.135379, 1.11097e+008, 8.12534e+007, 63, 4, Complete
NVS 5400M, 11000000, 0.00368298, 0.0362379, 0.0399209, 2.98671e+009, 2.75545e+008, 31, 1024, Complete
NVS 5400M, 11000000, 0.00315555, 0.0362645, 0.03942, 3.48592e+009, 2.79046e+008, 31, 512, Complete
NVS 5400M, 11000000, 0.00306781, 0.0362421, 0.03931, 3.58562e+009, 2.79827e+008, 31, 256, Complete
NVS 5400M, 11000000, 0.00342362, 0.0366413, 0.0400649, 3.21298e+009, 2.74554e+008, 31, 128, Complete
NVS 5400M, 11000000, 0.00634646, 0.0362498, 0.0425963, 1.73325e+009, 2.58239e+008, 31, 64, Complete
NVS 5400M, 11000000, 0.012576, 0.0363266, 0.0489026, 8.7468e+008, 2.24937e+008, 31, 32, Complete
NVS 5400M, 11000000, 0.0252857, 0.0377836, 0.0630693, 4.35029e+008, 1.74411e+008, 31, 16, Complete
NVS 5400M, 11000000, 0.0506286, 0.0357363, 0.0863649, 2.17269e+008, 1.27367e+008, 31, 8, Complete
NVS 5400M, 11000000, 0.100553, 0.0367854, 0.137338, 1.09395e+008, 8.00942e+007, 31, 4, Complete
NVS 5400M, 11000000, 0.00361965, 0.0364059, 0.0400255, 3.03897e+009, 2.74825e+008, 15, 1024, Complete
NVS 5400M, 11000000, 0.00315261, 0.0364331, 0.0395857, 3.48917e+009, 2.77878e+008, 15, 512, Complete
NVS 5400M, 11000000, 0.00384749, 0.0356623, 0.0395098, 2.85901e+009, 2.78412e+008, 15, 256, Complete
NVS 5400M, 11000000, 0.00350797, 0.0362261, 0.0397341, 3.13572e+009, 2.7684e+008, 15, 128, Complete
NVS 5400M, 11000000, 0.00654285, 0.0379777, 0.0445205, 1.68123e+009, 2.47077e+008, 15, 64, Complete
NVS 5400M, 11000000, 0.0130021, 0.0363541, 0.0493561, 8.46018e+008, 2.2287e+008, 15, 32, Complete
NVS 5400M, 11000000, 0.0247654, 0.0375452, 0.0623106, 4.44168e+008, 1.76535e+008, 15, 16, Complete
NVS 5400M, 11000000, 0.0487423, 0.0379827, 0.086725, 2.25677e+008, 1.26838e+008, 15, 8, Complete
NVS 5400M, 11000000, 0.0975295, 0.0364579, 0.133987, 1.12786e+008, 8.20973e+007, 15, 4, Complete
NVS 5400M, 11000000, 0.00377379, 0.0375491, 0.0413228, 2.91484e+009, 2.66197e+008, 7, 1024, Complete
NVS 5400M, 11000000, 0.00411686, 0.035582, 0.0396989, 2.67194e+009, 2.77086e+008, 7, 512, Complete
NVS 5400M, 11000000, 0.00375062, 0.0355607, 0.0393113, 2.93285e+009, 2.79818e+008, 7, 256, Complete
NVS 5400M, 11000000, 0.00697837, 0.0365479, 0.0435263, 1.5763e+009, 2.52721e+008, 7, 128, Complete
NVS 5400M, 11000000, 0.0139155, 0.0361478, 0.0500632, 7.90488e+008, 2.19722e+008, 7, 64, Complete
NVS 5400M, 11000000, 0.0278885, 0.0364019, 0.0642905, 3.94428e+008, 1.71098e+008, 7, 32, Complete
NVS 5400M, 11000000, 0.0497782, 0.0363125, 0.0860907, 2.2098e+008, 1.27772e+008, 7, 16, Complete
NVS 5400M, 11000000, 0.0973738, 0.0363258, 0.1337, 1.12967e+008, 8.2274e+007, 7, 8, Complete
NVS 5400M, 11000000, 0.193582, 0.0363601, 0.229943, 5.68233e+007, 4.7838e+007, 7, 4, Complete
NVS 5400M, 11000000, 0.0043177, 0.0376357, 0.0419534, 2.54765e+009, 2.62195e+008, 3, 1024, Complete
NVS 5400M, 11000000, 0.0043048, 0.0351644, 0.0394692, 2.55529e+009, 2.78698e+008, 3, 512, Complete
NVS 5400M, 11000000, 0.00812925, 0.0363684, 0.0444976, 1.35314e+009, 2.47204e+008, 3, 256, Complete
NVS 5400M, 11000000, 0.0162572, 0.0366382, 0.0528954, 6.76625e+008, 2.07958e+008, 3, 128, Complete
NVS 5400M, 11000000, 0.0326384, 0.036745, 0.0693834, 3.37026e+008, 1.58539e+008, 3, 64, Complete
NVS 5400M, 11000000, 0.0652971, 0.0380995, 0.103397, 1.68461e+008, 1.06386e+008, 3, 32, Complete
NVS 5400M, 11000000, 0.103808, 0.0358755, 0.139684, 1.05964e+008, 7.87492e+007, 3, 16, Complete
NVS 5400M, 11000000, 0.195859, 0.0377633, 0.233623, 5.61628e+007, 4.70845e+007, 3, 8, Complete
NVS 5400M, 11000000, 0.284147, 0.0354605, 0.319607, 3.87124e+007, 3.44172e+007, 3, 4, Complete
NVS 5400M, 11000000, 0.00634752, 0.0365626, 0.0429101, 1.73296e+009, 2.5635e+008, 1, 1024, Complete
NVS 5400M, 11000000, 0.0121822, 0.0370244, 0.0492066, 9.02956e+008, 2.23547e+008, 1, 512, Complete
NVS 5400M, 11000000, 0.0244626, 0.0366802, 0.0611428, 4.49666e+008, 1.79907e+008, 1, 256, Complete
NVS 5400M, 11000000, 0.0487943, 0.0366619, 0.0854562, 2.25436e+008, 1.28721e+008, 1, 128, Complete
NVS 5400M, 11000000, 0.0977803, 0.0373577, 0.135138, 1.12497e+008, 8.13983e+007, 1, 64, Complete
NVS 5400M, 11000000, 0.194646, 0.037015, 0.231661, 5.65128e+007, 4.74831e+007, 1, 32, Complete
NVS 5400M, 11000000, 0.281076, 0.0380443, 0.319121, 3.91353e+007, 3.44697e+007, 1, 16, Complete
NVS 5400M, 11000000, 0.452326, 0.036746, 0.489072, 2.43187e+007, 2.24916e+007, 1, 8, Complete
NVS 5400M, 11000000, 0.793881, 0.0367028, 0.830583, 1.3856e+007, 1.32437e+007, 1, 4, Complete
Windows with i5, 10000000, 2.24e-006, 0, 2.24e-006, 4.46429e+012, 4.46429e+012, 1, 1, Complete
NVS 5400M, 8100000, 1.38994, 0.0266725, 1.41661, 5.8276e+006, 5.71788e+006, 65535, 1024, Complete
NVS 5400M, 8100000, 0.566577, 0.0265017, 0.593079, 1.42964e+007, 1.36575e+007, 65535, 512, Complete
NVS 5400M, 8100000, 0.264805, 0.0277614, 0.292566, 3.05886e+007, 2.7686e+007, 65535, 256, Complete
NVS 5400M, 8100000, 0.126544, 0.0275188, 0.154063, 6.40094e+007, 5.2576e+007, 65535, 128, Complete
NVS 5400M, 8100000, 0.0679175, 0.0264671, 0.0943846, 1.19262e+008, 8.58191e+007, 65535, 64, Complete
NVS 5400M, 8100000, 0.0612368, 0.026807, 0.0880438, 1.32273e+008, 9.19997e+007, 65535, 32, Complete
NVS 5400M, 8100000, 0.058689, 0.0280388, 0.0867277, 1.38016e+008, 9.33957e+007, 65535, 16, Complete
NVS 5400M, 8100000, 0.0604742, 0.0276407, 0.0881149, 1.33941e+008, 9.19254e+007, 65535, 8, Complete
NVS 5400M, 8100000, 0.0753671, 0.0264472, 0.101814, 1.07474e+008, 7.95566e+007, 65535, 4, Complete
NVS 5400M, 8100000, 0.690811, 0.0268366, 0.717648, 1.17253e+007, 1.12869e+007, 32767, 1024, Complete
NVS 5400M, 8100000, 0.281842, 0.027196, 0.309038, 2.87395e+007, 2.62103e+007, 32767, 512, Complete
NVS 5400M, 8100000, 0.132454, 0.0270589, 0.159513, 6.11532e+007, 5.07795e+007, 32767, 256, Complete
NVS 5400M, 8100000, 0.0637991, 0.0271848, 0.0909839, 1.26961e+008, 8.90267e+007, 32767, 128, Complete
NVS 5400M, 8100000, 0.0358371, 0.0268276, 0.0626647, 2.26023e+008, 1.29259e+008, 32767, 64, Complete
NVS 5400M, 8100000, 0.0348839, 0.0268299, 0.0617138, 2.32199e+008, 1.31251e+008, 32767, 32, Complete
NVS 5400M, 8100000, 0.0364213, 0.0267545, 0.0631757, 2.22398e+008, 1.28214e+008, 32767, 16, Complete
NVS 5400M, 8100000, 0.04221, 0.0272946, 0.0695046, 1.91898e+008, 1.16539e+008, 32767, 8, Complete
NVS 5400M, 8100000, 0.0555896, 0.0268925, 0.0824821, 1.45711e+008, 9.82031e+007, 32767, 4, Complete
NVS 5400M, 8100000, 0.341258, 0.027174, 0.368432, 2.37357e+007, 2.19851e+007, 16383, 1024, Complete
NVS 5400M, 8100000, 0.139993, 0.0268239, 0.166817, 5.78601e+007, 4.85563e+007, 16383, 512, Complete
NVS 5400M, 8100000, 0.0662332, 0.0271916, 0.0934248, 1.22295e+008, 8.67007e+007, 16383, 256, Complete
NVS 5400M, 8100000, 0.0324182, 0.0272161, 0.0596343, 2.4986e+008, 1.35828e+008, 16383, 128, Complete
NVS 5400M, 8100000, 0.0198601, 0.0268917, 0.0467518, 4.07854e+008, 1.73255e+008, 16383, 64, Complete
NVS 5400M, 8100000, 0.0217846, 0.026951, 0.0487356, 3.71822e+008, 1.66203e+008, 16383, 32, Complete
NVS 5400M, 8100000, 0.0253886, 0.0275531, 0.0529417, 3.19041e+008, 1.52999e+008, 16383, 16, Complete
NVS 5400M, 8100000, 0.0330668, 0.0263408, 0.0594076, 2.44959e+008, 1.36346e+008, 16383, 8, Complete
NVS 5400M, 8100000, 0.0500335, 0.0281114, 0.0781449, 1.61892e+008, 1.03654e+008, 16383, 4, Complete
NVS 5400M, 8100000, 0.166378, 0.0262669, 0.192645, 4.86842e+007, 4.20462e+007, 8191, 1024, Complete
NVS 5400M, 8100000, 0.0688063, 0.0274657, 0.096272, 1.17722e+008, 8.41366e+007, 8191, 512, Complete
NVS 5400M, 8100000, 0.0330959, 0.0270722, 0.060168, 2.44744e+008, 1.34623e+008, 8191, 256, Complete
NVS 5400M, 8100000, 0.0167415, 0.0268724, 0.0436139, 4.83828e+008, 1.85721e+008, 8191, 128, Complete
NVS 5400M, 8100000, 0.011942, 0.0269375, 0.0388795, 6.78281e+008, 2.08336e+008, 8191, 64, Complete
NVS 5400M, 8100000, 0.0153949, 0.0269245, 0.0423194, 5.26149e+008, 1.91402e+008, 8191, 32, Complete
NVS 5400M, 8100000, 0.0197287, 0.0268771, 0.0466058, 4.10569e+008, 1.73798e+008, 8191, 16, Complete
NVS 5400M, 8100000, 0.0295126, 0.0270706, 0.0565832, 2.74459e+008, 1.43152e+008, 8191, 8, Complete
NVS 5400M, 8100000, 0.0505249, 0.0262569, 0.0767818, 1.60317e+008, 1.05494e+008, 8191, 4, Complete
NVS 5400M, 8100000, 0.0789455, 0.0268293, 0.105775, 1.02602e+008, 7.65778e+007, 4095, 1024, Complete
NVS 5400M, 8100000, 0.0332036, 0.0272994, 0.060503, 2.43949e+008, 1.33878e+008, 4095, 512, Complete
NVS 5400M, 8100000, 0.0165226, 0.0270314, 0.043554, 4.90239e+008, 1.85976e+008, 4095, 256, Complete
NVS 5400M, 8100000, 0.00891786, 0.0272216, 0.0361394, 9.0829e+008, 2.24132e+008, 4095, 128, Complete
NVS 5400M, 8100000, 0.0080391, 0.0268009, 0.03484, 1.00757e+009, 2.32492e+008, 4095, 64, Complete
NVS 5400M, 8100000, 0.0121191, 0.0268916, 0.0390108, 6.68366e+008, 2.07635e+008, 4095, 32, Complete
NVS 5400M, 8100000, 0.0197088, 0.0269352, 0.046644, 4.10985e+008, 1.73656e+008, 4095, 16, Complete
NVS 5400M, 8100000, 0.0360729, 0.0269005, 0.0629734, 2.24545e+008, 1.28626e+008, 4095, 8, Complete
NVS 5400M, 8100000, 0.0721007, 0.0272343, 0.0993349, 1.12343e+008, 8.15423e+007, 4095, 4, Complete
NVS 5400M, 8100000, 0.0351803, 0.0277442, 0.0629244, 2.30243e+008, 1.28726e+008, 2047, 1024, Complete
NVS 5400M, 8100000, 0.0153899, 0.0261358, 0.0415257, 5.26319e+008, 1.9506e+008, 2047, 512, Complete
NVS 5400M, 8100000, 0.00826806, 0.0272618, 0.0355298, 9.79673e+008, 2.27977e+008, 2047, 256, Complete
NVS 5400M, 8100000, 0.00505805, 0.0268961, 0.0319541, 1.60141e+009, 2.53488e+008, 2047, 128, Complete
NVS 5400M, 8100000, 0.00608477, 0.0280161, 0.0341008, 1.33119e+009, 2.37531e+008, 2047, 64, Complete
NVS 5400M, 8100000, 0.0104771, 0.027724, 0.0382011, 7.73113e+008, 2.12036e+008, 2047, 32, Complete
NVS 5400M, 8100000, 0.0194703, 0.0269144, 0.0463846, 4.16019e+008, 1.74627e+008, 2047, 16, Complete
NVS 5400M, 8100000, 0.0373206, 0.0268928, 0.0642134, 2.17038e+008, 1.26142e+008, 2047, 8, Complete
NVS 5400M, 8100000, 0.072915, 0.0268294, 0.0997445, 1.11088e+008, 8.12075e+007, 2047, 4, Complete
NVS 5400M, 8100000, 0.0133296, 0.0268922, 0.0402218, 6.07672e+008, 2.01383e+008, 1023, 1024, Complete
NVS 5400M, 8100000, 0.00651162, 0.0268588, 0.0333704, 1.24393e+009, 2.4273e+008, 1023, 512, Complete
NVS 5400M, 8100000, 0.00412883, 0.0271184, 0.0312473, 1.96181e+009, 2.59223e+008, 1023, 256, Complete
NVS 5400M, 8100000, 0.00318538, 0.0269585, 0.0301438, 2.54287e+009, 2.68712e+008, 1023, 128, Complete
NVS 5400M, 8100000, 0.00509725, 0.0267782, 0.0318755, 1.58909e+009, 2.54114e+008, 1023, 64, Complete
NVS 5400M, 8100000, 0.00965728, 0.0268462, 0.0365035, 8.38746e+008, 2.21896e+008, 1023, 32, Complete
NVS 5400M, 8100000, 0.0185935, 0.0278005, 0.046394, 4.35637e+008, 1.74592e+008, 1023, 16, Complete
NVS 5400M, 8100000, 0.0365925, 0.0265073, 0.0630998, 2.21357e+008, 1.28368e+008, 1023, 8, Complete
NVS 5400M, 8100000, 0.072261, 0.0268898, 0.0991508, 1.12094e+008, 8.16938e+007, 1023, 4, Complete
NVS 5400M, 8100000, 0.00785318, 0.0267732, 0.0346263, 1.03143e+009, 2.33926e+008, 511, 1024, Complete
NVS 5400M, 8100000, 0.00428134, 0.0268663, 0.0311477, 1.89193e+009, 2.60051e+008, 511, 512, Complete
NVS 5400M, 8100000, 0.00309542, 0.0268837, 0.0299792, 2.61677e+009, 2.70188e+008, 511, 256, Complete
NVS 5400M, 8100000, 0.00280493, 0.027613, 0.0304179, 2.88777e+009, 2.66291e+008, 511, 128, Complete
NVS 5400M, 8100000, 0.00485232, 0.02741, 0.0322623, 1.6693e+009, 2.51067e+008, 511, 64, Complete
NVS 5400M, 8100000, 0.00933082, 0.0268922, 0.036223, 8.68091e+008, 2.23615e+008, 511, 32, Complete
NVS 5400M, 8100000, 0.0183382, 0.0268372, 0.0451753, 4.41701e+008, 1.79301e+008, 511, 16, Complete
NVS 5400M, 8100000, 0.0363493, 0.0268238, 0.0631731, 2.22838e+008, 1.28219e+008, 511, 8, Complete
NVS 5400M, 8100000, 0.0721219, 0.0272458, 0.0993676, 1.1231e+008, 8.15155e+007, 511, 4, Complete
NVS 5400M, 8100000, 0.00512819, 0.0267857, 0.0319139, 1.5795e+009, 2.53808e+008, 255, 1024, Complete
NVS 5400M, 8100000, 0.0031721, 0.0268519, 0.030024, 2.55352e+009, 2.69784e+008, 255, 512, Complete
NVS 5400M, 8100000, 0.00258099, 0.0267289, 0.0293099, 3.13833e+009, 2.76357e+008, 255, 256, Complete
NVS 5400M, 8100000, 0.00263258, 0.0269179, 0.0295504, 3.07683e+009, 2.74108e+008, 255, 128, Complete
NVS 5400M, 8100000, 0.00469382, 0.0268739, 0.0315677, 1.72567e+009, 2.56591e+008, 255, 64, Complete
NVS 5400M, 8100000, 0.0091857, 0.0268237, 0.0360094, 8.81806e+008, 2.24941e+008, 255, 32, Complete
NVS 5400M, 8100000, 0.0182379, 0.0276997, 0.0459377, 4.4413e+008, 1.76326e+008, 255, 16, Complete
NVS 5400M, 8100000, 0.03635, 0.0270155, 0.0633655, 2.22834e+008, 1.2783e+008, 255, 8, Complete
NVS 5400M, 8100000, 0.0721457, 0.0268076, 0.0989532, 1.12273e+008, 8.18568e+007, 255, 4, Complete
NVS 5400M, 8100000, 0.00376874, 0.0269233, 0.030692, 2.14926e+009, 2.63912e+008, 127, 1024, Complete
NVS 5400M, 8100000, 0.00262925, 0.0268413, 0.0294706, 3.08073e+009, 2.7485e+008, 127, 512, Complete
NVS 5400M, 8100000, 0.00235178, 0.0270922, 0.0294439, 3.44421e+009, 2.75099e+008, 127, 256, Complete
NVS 5400M, 8100000, 0.00254202, 0.0270373, 0.0295793, 3.18645e+009, 2.7384e+008, 127, 128, Complete
NVS 5400M, 8100000, 0.00463421, 0.0268362, 0.0314704, 1.74787e+009, 2.57385e+008, 127, 64, Complete
NVS 5400M, 8100000, 0.00913258, 0.0269826, 0.0361151, 8.86935e+008, 2.24283e+008, 127, 32, Complete
NVS 5400M, 8100000, 0.0182421, 0.0274843, 0.0457263, 4.44028e+008, 1.77141e+008, 127, 16, Complete
NVS 5400M, 8100000, 0.0364314, 0.0268962, 0.0633276, 2.22336e+008, 1.27906e+008, 127, 8, Complete
NVS 5400M, 8100000, 0.0723751, 0.0268787, 0.0992538, 1.11917e+008, 8.1609e+007, 127, 4, Complete
NVS 5400M, 8100000, 0.00309434, 0.0269517, 0.030046, 2.61769e+009, 2.69586e+008, 63, 1024, Complete
NVS 5400M, 8100000, 0.0023848, 0.0269197, 0.0293045, 3.39651e+009, 2.76408e+008, 63, 512, Complete
NVS 5400M, 8100000, 0.00233014, 0.0268648, 0.0291949, 3.47618e+009, 2.77446e+008, 63, 256, Complete
NVS 5400M, 8100000, 0.00251149, 0.0279428, 0.0304542, 3.22518e+009, 2.65973e+008, 63, 128, Complete
NVS 5400M, 8100000, 0.00463011, 0.0268316, 0.0314617, 1.74942e+009, 2.57456e+008, 63, 64, Complete
NVS 5400M, 8100000, 0.00916829, 0.0271187, 0.036287, 8.8348e+008, 2.2322e+008, 63, 32, Complete
NVS 5400M, 8100000, 0.018354, 0.0268488, 0.0452028, 4.41322e+008, 1.79193e+008, 63, 16, Complete
NVS 5400M, 8100000, 0.0366507, 0.0267978, 0.0634485, 2.21005e+008, 1.27663e+008, 63, 8, Complete
NVS 5400M, 8100000, 0.0729178, 0.0266898, 0.0996076, 1.11084e+008, 8.13191e+007, 63, 4, Complete
NVS 5400M, 8100000, 0.00280461, 0.0276774, 0.030482, 2.8881e+009, 2.6573e+008, 31, 1024, Complete
NVS 5400M, 8100000, 0.00236371, 0.0270664, 0.0294301, 3.42681e+009, 2.75228e+008, 31, 512, Complete
NVS 5400M, 8100000, 0.00228301, 0.0268374, 0.0291204, 3.54795e+009, 2.78155e+008, 31, 256, Complete
NVS 5400M, 8100000, 0.00252858, 0.0269177, 0.0294463, 3.20338e+009, 2.75077e+008, 31, 128, Complete
NVS 5400M, 8100000, 0.00468406, 0.0268749, 0.031559, 1.72927e+009, 2.56662e+008, 31, 64, Complete
NVS 5400M, 8100000, 0.00927248, 0.0268587, 0.0361312, 8.73553e+008, 2.24183e+008, 31, 32, Complete
NVS 5400M, 8100000, 0.0186313, 0.0258176, 0.0444489, 4.34752e+008, 1.82232e+008, 31, 16, Complete
NVS 5400M, 8100000, 0.0372833, 0.0265037, 0.0637871, 2.17255e+008, 1.26985e+008, 31, 8, Complete
NVS 5400M, 8100000, 0.0740558, 0.0268524, 0.100908, 1.09377e+008, 8.0271e+007, 31, 4, Complete
NVS 5400M, 8100000, 0.00270624, 0.0268842, 0.0295905, 2.99308e+009, 2.73737e+008, 15, 1024, Complete
NVS 5400M, 8100000, 0.0023455, 0.0269621, 0.0293076, 3.45342e+009, 2.76379e+008, 15, 512, Complete
NVS 5400M, 8100000, 0.00284781, 0.0267553, 0.0296031, 2.84429e+009, 2.7362e+008, 15, 256, Complete
NVS 5400M, 8100000, 0.00259834, 0.0270068, 0.0296052, 3.11738e+009, 2.73601e+008, 15, 128, Complete
NVS 5400M, 8100000, 0.00482202, 0.0268249, 0.0316469, 1.6798e+009, 2.55949e+008, 15, 64, Complete
NVS 5400M, 8100000, 0.00959245, 0.0268589, 0.0364514, 8.44414e+008, 2.22214e+008, 15, 32, Complete
NVS 5400M, 8100000, 0.0182409, 0.0268517, 0.0450927, 4.44056e+008, 1.7963e+008, 15, 16, Complete
NVS 5400M, 8100000, 0.0359035, 0.0270158, 0.0629193, 2.25605e+008, 1.28736e+008, 15, 8, Complete
NVS 5400M, 8100000, 0.0806108, 0.0268458, 0.107457, 1.00483e+008, 7.53793e+007, 15, 4, Complete
NVS 5400M, 8100000, 0.00316678, 0.0269303, 0.0300971, 2.5578e+009, 2.69129e+008, 7, 1024, Complete
NVS 5400M, 8100000, 0.00358022, 0.0269554, 0.0305356, 2.26243e+009, 2.65264e+008, 7, 512, Complete
NVS 5400M, 8100000, 0.00311309, 0.0268556, 0.0299687, 2.60192e+009, 2.70282e+008, 7, 256, Complete
NVS 5400M, 8100000, 0.0059255, 0.0274161, 0.0333416, 1.36697e+009, 2.4294e+008, 7, 128, Complete
NVS 5400M, 8100000, 0.0116435, 0.0268937, 0.0385372, 6.95666e+008, 2.10186e+008, 7, 64, Complete
NVS 5400M, 8100000, 0.0232495, 0.0271732, 0.0504227, 3.48395e+008, 1.60642e+008, 7, 32, Complete
NVS 5400M, 8100000, 0.0415528, 0.0268615, 0.0684143, 1.94933e+008, 1.18396e+008, 7, 16, Complete
NVS 5400M, 8100000, 0.0805754, 0.026794, 0.107369, 1.00527e+008, 7.54405e+007, 7, 8, Complete
NVS 5400M, 8100000, 0.161111, 0.0272573, 0.188368, 5.02759e+007, 4.30009e+007, 7, 4, Complete
NVS 5400M, 8100000, 0.00360077, 0.0268125, 0.0304133, 2.24952e+009, 2.66331e+008, 3, 1024, Complete
NVS 5400M, 8100000, 0.00358842, 0.026864, 0.0304524, 2.25726e+009, 2.65989e+008, 3, 512, Complete
NVS 5400M, 8100000, 0.00689299, 0.0268696, 0.0337626, 1.17511e+009, 2.39911e+008, 3, 256, Complete
NVS 5400M, 8100000, 0.013547, 0.0268446, 0.0403916, 5.97919e+008, 2.00537e+008, 3, 128, Complete
NVS 5400M, 8100000, 0.0272987, 0.0277776, 0.0550763, 2.96718e+008, 1.47069e+008, 3, 64, Complete
NVS 5400M, 8100000, 0.0546683, 0.0268218, 0.08149, 1.48166e+008, 9.93987e+007, 3, 32, Complete
NVS 5400M, 8100000, 0.088083, 0.0269641, 0.115047, 9.19587e+007, 7.04059e+007, 3, 16, Complete
NVS 5400M, 8100000, 0.161691, 0.0268586, 0.188549, 5.00956e+007, 4.29596e+007, 3, 8, Complete
NVS 5400M, 8100000, 0.23988, 0.0269491, 0.266829, 3.37668e+007, 3.03565e+007, 3, 4, Complete
NVS 5400M, 8100000, 0.00521949, 0.0268273, 0.0320468, 1.55188e+009, 2.52755e+008, 1, 1024, Complete
NVS 5400M, 8100000, 0.00990746, 0.02678, 0.0366875, 8.17566e+008, 2.20784e+008, 1, 512, Complete
NVS 5400M, 8100000, 0.0197738, 0.0269285, 0.0467023, 4.09633e+008, 1.73439e+008, 1, 256, Complete
NVS 5400M, 8100000, 0.039599, 0.0268036, 0.0664026, 2.04551e+008, 1.21983e+008, 1, 128, Complete
NVS 5400M, 8100000, 0.0792019, 0.0268614, 0.106063, 1.0227e+008, 7.63695e+007, 1, 64, Complete
NVS 5400M, 8100000, 0.158117, 0.0279485, 0.186065, 5.1228e+007, 4.35332e+007, 1, 32, Complete
NVS 5400M, 8100000, 0.231083, 0.0268523, 0.257936, 3.50523e+007, 3.14032e+007, 1, 16, Complete
NVS 5400M, 8100000, 0.353721, 0.026814, 0.380535, 2.28994e+007, 2.12858e+007, 1, 8, Complete
NVS 5400M, 8100000, 0.590942, 0.0271056, 0.618047, 1.37069e+007, 1.31058e+007, 1, 4, Complete
NVS 5400M, 9000000, 1.39168, 0.0291651, 1.42084, 6.46701e+006, 6.33426e+006, 65535, 1024, Complete
NVS 5400M, 9000000, 0.567239, 0.0298207, 0.59706, 1.58663e+007, 1.50739e+007, 65535, 512, Complete
NVS 5400M, 9000000, 0.264871, 0.0298803, 0.294752, 3.39788e+007, 3.05342e+007, 65535, 256, Complete
NVS 5400M, 9000000, 0.126746, 0.0315658, 0.158312, 7.1008e+007, 5.68497e+007, 65535, 128, Complete
NVS 5400M, 9000000, 0.0683794, 0.0297719, 0.0981513, 1.31619e+008, 9.16951e+007, 65535, 64, Complete
NVS 5400M, 9000000, 0.0622229, 0.0300125, 0.0922355, 1.44641e+008, 9.75763e+007, 65535, 32, Complete
NVS 5400M, 9000000, 0.0603616, 0.0298756, 0.0902373, 1.49101e+008, 9.97371e+007, 65535, 16, Complete
NVS 5400M, 9000000, 0.0637057, 0.0297403, 0.093446, 1.41275e+008, 9.63123e+007, 65535, 8, Complete
NVS 5400M, 9000000, 0.0798666, 0.0309541, 0.110821, 1.12688e+008, 8.12123e+007, 65535, 4, Complete
NVS 5400M, 9000000, 0.690953, 0.0292541, 0.720207, 1.30255e+007, 1.24964e+007, 32767, 1024, Complete
NVS 5400M, 9000000, 0.282376, 0.0296909, 0.312066, 3.18724e+007, 2.884e+007, 32767, 512, Complete
NVS 5400M, 9000000, 0.132622, 0.0307673, 0.163389, 6.78621e+007, 5.50832e+007, 32767, 256, Complete
NVS 5400M, 9000000, 0.0640205, 0.0299076, 0.093928, 1.4058e+008, 9.5818e+007, 32767, 128, Complete
NVS 5400M, 9000000, 0.0363067, 0.0297241, 0.0660308, 2.47888e+008, 1.363e+008, 32767, 64, Complete
NVS 5400M, 9000000, 0.0358732, 0.0302267, 0.0660998, 2.50884e+008, 1.36158e+008, 32767, 32, Complete
NVS 5400M, 9000000, 0.0381844, 0.0297682, 0.0679526, 2.35698e+008, 1.32445e+008, 32767, 16, Complete
NVS 5400M, 9000000, 0.0452854, 0.0297837, 0.0750691, 1.9874e+008, 1.1989e+008, 32767, 8, Complete
NVS 5400M, 9000000, 0.059834, 0.0297617, 0.0895957, 1.50416e+008, 1.00451e+008, 32767, 4, Complete
NVS 5400M, 9000000, 0.341659, 0.0300128, 0.371672, 2.6342e+007, 2.42149e+007, 16383, 1024, Complete
NVS 5400M, 9000000, 0.140113, 0.0297409, 0.169854, 6.4234e+007, 5.29868e+007, 16383, 512, Complete
NVS 5400M, 9000000, 0.0664729, 0.0297677, 0.0962407, 1.35393e+008, 9.35156e+007, 16383, 256, Complete
